"GEOID","race","agecat","sex","acs.pop"
"25017353800","total","Age75-84","Male",355
"25017353800","total","Age85+","Female",102
"25017353800","total","Age85+","Male",110
"25017353900","total","Age0-4","Female",407
"25017353900","total","Age0-4","Male",597
"25017353900","total","Age10-14","Female",86
"25017353900","total","Age10-14","Male",37
"25017353900","total","Age15-19","Female",3190
"25017353900","total","Age15-19","Male",2780
"25017353900","total","Age20-24","Female",6076
"25017353900","total","Age20-24","Male",6471
"25017353900","total","Age25-29","Female",1918
"25017353900","total","Age25-29","Male",2350
"25017353900","total","Age30-34","Female",1322
"25017353900","total","Age30-34","Male",1730
"25017353900","total","Age35-44","Female",792
"25017353900","total","Age35-44","Male",927
"25017353900","total","Age45-54","Female",191
"25017353900","total","Age45-54","Male",436
"25017353900","total","Age5-9","Female",135
"25017353900","total","Age5-9","Male",128
"25017353900","total","Age55-64","Female",156
"25017353900","total","Age55-64","Male",249
"25017353900","total","Age65-74","Female",379
"25017353900","total","Age65-74","Male",397
"25017353900","total","Age75-84","Female",99
"25017353900","total","Age75-84","Male",31
"25017353900","total","Age85+","Female",83
"25017353900","total","Age85+","Male",0
"25017354000","total","Age0-4","Female",158
"25017354000","total","Age0-4","Male",232
"25017354000","total","Age10-14","Female",16
"25017354000","total","Age10-14","Male",147
"25017354000","total","Age15-19","Female",1149
"25017354000","total","Age15-19","Male",1261
"25017354000","total","Age20-24","Female",2497
"25017354000","total","Age20-24","Male",2854
"25017354000","total","Age25-29","Female",1505
"25017354000","total","Age25-29","Male",1866
"25017354000","total","Age30-34","Female",877
"25017354000","total","Age30-34","Male",786
"25017354000","total","Age35-44","Female",763
"25017354000","total","Age35-44","Male",1260
"25017354000","total","Age45-54","Female",1043
"25017354000","total","Age45-54","Male",636
"25017354000","total","Age5-9","Female",200
"25017354000","total","Age5-9","Male",164
"25017354000","total","Age55-64","Female",673
"25017354000","total","Age55-64","Male",690
"25017354000","total","Age65-74","Female",928
"25017354000","total","Age65-74","Male",732
"25017354000","total","Age75-84","Female",488
"25017354000","total","Age75-84","Male",371
"25017354000","total","Age85+","Female",210
"25017354000","total","Age85+","Male",114
"25017354100","total","Age0-4","Female",284
"25017354100","total","Age0-4","Male",211
"25017354100","total","Age10-14","Female",112
"25017354100","total","Age10-14","Male",172
"25017354100","total","Age15-19","Female",512
"25017354100","total","Age15-19","Male",352
"25017354100","total","Age20-24","Female",798
"25017354100","total","Age20-24","Male",566
"25017354100","total","Age25-29","Female",1268
"25017354100","total","Age25-29","Male",862
"25017354100","total","Age30-34","Female",746
"25017354100","total","Age30-34","Male",757
"25017354100","total","Age35-44","Female",652
"25017354100","total","Age35-44","Male",793
"25017354100","total","Age45-54","Female",556
"25017354100","total","Age45-54","Male",406
"25017354100","total","Age5-9","Female",58
"25017354100","total","Age5-9","Male",250
"25017354100","total","Age55-64","Female",779
"25017354100","total","Age55-64","Male",745
"25017354100","total","Age65-74","Female",1127
"25017354100","total","Age65-74","Male",753
"25017354100","total","Age75-84","Female",471
"25017354100","total","Age75-84","Male",424
"25017354100","total","Age85+","Female",285
"25017354100","total","Age85+","Male",217
"25017354200","total","Age0-4","Female",347
"25017354200","total","Age0-4","Male",620
"25017354200","total","Age10-14","Female",523
"25017354200","total","Age10-14","Male",455
"25017354200","total","Age15-19","Female",499
"25017354200","total","Age15-19","Male",417
"25017354200","total","Age20-24","Female",248
"25017354200","total","Age20-24","Male",166
"25017354200","total","Age25-29","Female",232
"25017354200","total","Age25-29","Male",223
"25017354200","total","Age30-34","Female",505
"25017354200","total","Age30-34","Male",614
"25017354200","total","Age35-44","Female",1280
"25017354200","total","Age35-44","Male",1082
"25017354200","total","Age45-54","Female",953
"25017354200","total","Age45-54","Male",660
"25017354200","total","Age5-9","Female",557
"25017354200","total","Age5-9","Male",829
"25017354200","total","Age55-64","Female",1597
"25017354200","total","Age55-64","Male",1238
"25017354200","total","Age65-74","Female",1178
"25017354200","total","Age65-74","Male",1018
"25017354200","total","Age75-84","Female",638
"25017354200","total","Age75-84","Male",442
"25017354200","total","Age85+","Female",281
"25017354200","total","Age85+","Male",274
"25017354300","total","Age0-4","Female",788
"25017354300","total","Age0-4","Male",633
"25017354300","total","Age10-14","Female",392
"25017354300","total","Age10-14","Male",161
"25017354300","total","Age15-19","Female",142
"25017354300","total","Age15-19","Male",391
"25017354300","total","Age20-24","Female",559
"25017354300","total","Age20-24","Male",153
"25017354300","total","Age25-29","Female",933
"25017354300","total","Age25-29","Male",554
"25017354300","total","Age30-34","Female",1072
"25017354300","total","Age30-34","Male",933
"25017354300","total","Age35-44","Female",1212
"25017354300","total","Age35-44","Male",1178
"25017354300","total","Age45-54","Female",1223
"25017354300","total","Age45-54","Male",1001
"25017354300","total","Age5-9","Female",412
"25017354300","total","Age5-9","Male",539
"25017354300","total","Age55-64","Female",1052
"25017354300","total","Age55-64","Male",835
"25017354300","total","Age65-74","Female",748
"25017354300","total","Age65-74","Male",337
"25017354300","total","Age75-84","Female",468
"25017354300","total","Age75-84","Male",251
"25017354300","total","Age85+","Female",858
"25017354300","total","Age85+","Male",130
"25017354400","total","Age0-4","Female",236
"25017354400","total","Age0-4","Male",270
"25017354400","total","Age10-14","Female",278
"25017354400","total","Age10-14","Male",186
"25017354400","total","Age15-19","Female",202
"25017354400","total","Age15-19","Male",122
"25017354400","total","Age20-24","Female",188
"25017354400","total","Age20-24","Male",298
"25017354400","total","Age25-29","Female",168
"25017354400","total","Age25-29","Male",418
"25017354400","total","Age30-34","Female",383
"25017354400","total","Age30-34","Male",274
"25017354400","total","Age35-44","Female",750
"25017354400","total","Age35-44","Male",713
"25017354400","total","Age45-54","Female",690
"25017354400","total","Age45-54","Male",651
"25017354400","total","Age5-9","Female",330
"25017354400","total","Age5-9","Male",186
"25017354400","total","Age55-64","Female",688
"25017354400","total","Age55-64","Male",539
"25017354400","total","Age65-74","Female",608
"25017354400","total","Age65-74","Male",396
"25017354400","total","Age75-84","Female",191
"25017354400","total","Age75-84","Male",85
"25017354400","total","Age85+","Female",104
"25017354400","total","Age85+","Male",49
"25017354500","total","Age0-4","Female",379
"25017354500","total","Age0-4","Male",425
"25017354500","total","Age10-14","Female",152
"25017354500","total","Age10-14","Male",170
"25017354500","total","Age15-19","Female",114
"25017354500","total","Age15-19","Male",189
"25017354500","total","Age20-24","Female",259
"25017354500","total","Age20-24","Male",665
"25017354500","total","Age25-29","Female",1009
"25017354500","total","Age25-29","Male",674
"25017354500","total","Age30-34","Female",520
"25017354500","total","Age30-34","Male",494
"25017354500","total","Age35-44","Female",779
"25017354500","total","Age35-44","Male",745
"25017354500","total","Age45-54","Female",597
"25017354500","total","Age45-54","Male",661
"25017354500","total","Age5-9","Female",366
"25017354500","total","Age5-9","Male",98
"25017354500","total","Age55-64","Female",604
"25017354500","total","Age55-64","Male",778
"25017354500","total","Age65-74","Female",796
"25017354500","total","Age65-74","Male",488
"25017354500","total","Age75-84","Female",603
"25017354500","total","Age75-84","Male",208
"25017354500","total","Age85+","Female",147
"25017354500","total","Age85+","Male",163
"25017354600","total","Age0-4","Female",794
"25017354600","total","Age0-4","Male",325
"25017354600","total","Age10-14","Female",597
"25017354600","total","Age10-14","Male",1047
"25017354600","total","Age15-19","Female",203
"25017354600","total","Age15-19","Male",628
"25017354600","total","Age20-24","Female",1562
"25017354600","total","Age20-24","Male",504
"25017354600","total","Age25-29","Female",1964
"25017354600","total","Age25-29","Male",2128
"25017354600","total","Age30-34","Female",1502
"25017354600","total","Age30-34","Male",929
"25017354600","total","Age35-44","Female",2014
"25017354600","total","Age35-44","Male",2073
"25017354600","total","Age45-54","Female",1926
"25017354600","total","Age45-54","Male",2111
"25017354600","total","Age5-9","Female",556
"25017354600","total","Age5-9","Male",664
"25017354600","total","Age55-64","Female",1911
"25017354600","total","Age55-64","Male",981
"25017354600","total","Age65-74","Female",646
"25017354600","total","Age65-74","Male",872
"25017354600","total","Age75-84","Female",797
"25017354600","total","Age75-84","Male",603
"25017354600","total","Age85+","Female",696
"25017354600","total","Age85+","Male",213
"25017354700","total","Age0-4","Female",219
"25017354700","total","Age0-4","Male",432
"25017354700","total","Age10-14","Female",428
"25017354700","total","Age10-14","Male",232
"25017354700","total","Age15-19","Female",271
"25017354700","total","Age15-19","Male",77
"25017354700","total","Age20-24","Female",392
"25017354700","total","Age20-24","Male",1148
"25017354700","total","Age25-29","Female",698
"25017354700","total","Age25-29","Male",652
"25017354700","total","Age30-34","Female",1028
"25017354700","total","Age30-34","Male",1064
"25017354700","total","Age35-44","Female",810
"25017354700","total","Age35-44","Male",1095
"25017354700","total","Age45-54","Female",776
"25017354700","total","Age45-54","Male",516
"25017354700","total","Age5-9","Female",286
"25017354700","total","Age5-9","Male",326
"25017354700","total","Age55-64","Female",649
"25017354700","total","Age55-64","Male",448
"25017354700","total","Age65-74","Female",866
"25017354700","total","Age65-74","Male",719
"25017354700","total","Age75-84","Female",468
"25017354700","total","Age75-84","Male",255
"25017354700","total","Age85+","Female",58
"25017354700","total","Age85+","Male",17
"25017354800","total","Age0-4","Female",222
"25017354800","total","Age0-4","Male",312
"25017354800","total","Age10-14","Female",226
"25017354800","total","Age10-14","Male",194
"25017354800","total","Age15-19","Female",87
"25017354800","total","Age15-19","Male",175
"25017354800","total","Age20-24","Female",567
"25017354800","total","Age20-24","Male",764
"25017354800","total","Age25-29","Female",846
"25017354800","total","Age25-29","Male",872
"25017354800","total","Age30-34","Female",921
"25017354800","total","Age30-34","Male",783
"25017354800","total","Age35-44","Female",866
"25017354800","total","Age35-44","Male",775
"25017354800","total","Age45-54","Female",447
"25017354800","total","Age45-54","Male",619
"25017354800","total","Age5-9","Female",129
"25017354800","total","Age5-9","Male",199
"25017354800","total","Age55-64","Female",535
"25017354800","total","Age55-64","Male",524
"25017354800","total","Age65-74","Female",442
"25017354800","total","Age65-74","Male",427
"25017354800","total","Age75-84","Female",209
"25017354800","total","Age75-84","Male",110
"25017354800","total","Age85+","Female",103
"25017354800","total","Age85+","Male",0
"25017354900","total","Age0-4","Female",1061
"25017354900","total","Age0-4","Male",892
"25017354900","total","Age10-14","Female",782
"25017354900","total","Age10-14","Male",979
"25017354900","total","Age15-19","Female",1540
"25017354900","total","Age15-19","Male",896
"25017354900","total","Age20-24","Female",762
"25017354900","total","Age20-24","Male",694
"25017354900","total","Age25-29","Female",2204
"25017354900","total","Age25-29","Male",1915
"25017354900","total","Age30-34","Female",2656
"25017354900","total","Age30-34","Male",2814
"25017354900","total","Age35-44","Female",3054
"25017354900","total","Age35-44","Male",2435
"25017354900","total","Age45-54","Female",1816
"25017354900","total","Age45-54","Male",2222
"25017354900","total","Age5-9","Female",927
